icd9_code,short_title,long_title,source
9822,Removal head/neck FB,Removal of other foreign body without incision from head and neck,procedure
9822,Toxic eff carbon disulfi,Toxic effect of carbon disulfide,diagnose
9823,Tx ef cl-hydcarb slv NEC,Toxic effect of other chlorinated hydrocarbon solvents,diagnose
9823,Removal vulvar FB,Removal of foreign body from vulva without incision,procedure
9824,Removal scrotal/penis FB,Removal of foreign body from scrotum or penis without incision,procedure
9824,Toxic effect nitroglycol,Toxic effect of nitroglycol,diagnose
9825,Removal trunk FB NEC,"Removal of other foreign body without incision from trunk except scrotum, penis, or vulva",procedure
9826,Removal FB from hand,Removal of foreign body from hand without incision,procedure
9827,Removal FB from arm,"Removal of foreign body without incision from upper limb, except hand",procedure
9828,Removal FB from foot,Removal of foreign body from foot without incision,procedure
9828,Toxic eff nonpetrol solv,Toxic effect of other nonpetroleum-based solvents,diagnose
9829,Removal FB from leg,"Removal of foreign body without incision from lower limb, except foot",procedure
9830,Tox eff corrosive aromat,Toxic effect of corrosive aromatics,diagnose
9831,Toxic effect acids,Toxic effect of acids,diagnose
9832,Toxic eff caustic alkali,Toxic effect of caustic alkalis,diagnose
9839,Toxic effect caustic NOS,"Toxic effect of caustic, unspecified",diagnose
9840,Tx eff inorg lead compnd,Toxic effect of inorganic lead compounds,diagnose
9841,Tox eff org lead compnd,Toxic effect of organic lead compounds,diagnose
9848,Tox eff lead compnd NEC,Toxic effect of other lead compounds,diagnose
9849,Tox eff lead compnd NOS,Toxic effect of unspecified lead compound,diagnose
9850,Toxic effect mercury,Toxic effect of mercury and its compounds,diagnose
9851,Toxic effect arsenic,Toxic effect of arsenic and its compounds,diagnose
9851,Eswl kid/ureter/bladder,"Extracorporeal shockwave lithotripsy [ESWL] of the kidney, ureter and/or bladder",procedure
9852,Eswl gb/bile duct,Extracorporeal shockwave lithotripsy [ESWL] of the gallbladder and/or bile duct,procedure
9852,Toxic effect manganese,Toxic effect of manganese and its compounds,diagnose
9853,Toxic effect beryllium,Toxic effect of beryllium and its compounds,diagnose
9854,Toxic effect antimony,Toxic effect of antimony and its compounds,diagnose
9855,Toxic effect cadmium,Toxic effect of cadmium and its compounds,diagnose
9856,Toxic effect chromium,Toxic effect of chromium,diagnose
9858,Toxic effect metals NEC,Toxic effect of other specified metals,diagnose
9859,Toxic effect metal NOS,Toxic effect of unspecified metal,diagnose
9859,Eswl other sites,Extracorporeal shockwave lithotripsy of other sites,procedure
986,Tox eff carbon monoxide,Toxic effect of carbon monoxide,diagnose
9870,Toxic eff liq petrol gas,Toxic effect of liquefied petroleum gases,diagnose
9871,Tox ef hydrocarb gas NEC,Toxic effect of other hydrocarbon gas,diagnose
9872,Toxic eff nitrogen oxide,Toxic effect of nitrogen oxides,diagnose
9873,Toxic eff sulfur dioxide,Toxic effect of sulfur dioxide,diagnose
9874,Toxic effect freon,Toxic effect of freon,diagnose
9875,Tox eff lacrimogenic gas,Toxic effect of lacrimogenic gas,diagnose
9876,Toxic eff chlorine gas,Toxic effect of chlorine gas,diagnose
9877,Tox eff hydrocyan acd gs,Toxic effect of hydrocyanic acid gas,diagnose
9878,Toxic eff gas/vapor NEC,"Toxic effect of other specified gases, fumes, or vapors",diagnose
9879,Toxic eff gas/vapor NOS,"Toxic effect of unspecified gas, fume, or vapor",diagnose
9880,Toxic eff fish/shellfish,Toxic effect of fish and shellfish eaten as food,diagnose
9881,Toxic effect mushrooms,Toxic effect of mushrooms eaten as food,diagnose
9882,Tox eff berry/plant NEC,Toxic effect of berries and other plants eaten as food,diagnose
9888,Tox eff noxious food NEC,Toxic effect of other specified noxious substances eaten as food,diagnose
9889,Tox eff noxious food NOS,Toxic effect of unspecified noxious substance eaten as food,diagnose
9890,Toxic effect cyanides,Toxic effect of hydrocyanic acid and cyanides,diagnose
9891,Toxic effect strychnine,Toxic effect of strychnine and salts,diagnose
9892,Tox eff chlor hydrocarb,Toxic effect of chlorinated hydrocarbons,diagnose
9893,Tox eff organphos/carbam,Toxic effect of organophosphate and carbamate,diagnose
9894,Toxic eff pesticides NEC,"Toxic effect of other pesticides, not elsewhere classified",diagnose
9895,Toxic effect venom,Toxic effect of venom,diagnose
9896,Toxic eff soap/detergent,Toxic effect of soaps and detergents,diagnose
9897,Tox eff aflatox/mycotox,Toxic effect of aflatoxin and other mycotoxin (food contaminants),diagnose
98981,Toxic effect of asbestos,Toxic effect of asbestos,diagnose
98982,Toxic effect of latex,Toxic effect of latex,diagnose
98983,Toxic effect of silicone,Toxic effect of silicone,diagnose
98984,Toxic effect of tobacco,Toxic effect of tobacco,diagnose
98989,Tox eff nonmed subst NEC,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified",diagnose
9899,Tox eff nonmed subst NOS,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source",diagnose
990,Effects radiation NOS,"Effects of radiation, unspecified",diagnose
9900,Periop aut trans hol bld,Perioperative autologous transfusion of whole blood or blood components,procedure
9901,Exchange transfusion,Exchange transfusion,procedure
9902,Transfus prev auto blood,Transfusion of previously collected autologous blood,procedure
9903,Whole blood transfus NEC,Other transfusion of whole blood,procedure
9904,Packed cell transfusion,Transfusion of packed cells,procedure
9905,Platelet transfusion,Transfusion of platelets,procedure
9906,Coag factor transfusion,Transfusion of coagulation factors,procedure
9907,Serum transfusion NEC,Transfusion of other serum,procedure
9908,Blood expander transfus,Transfusion of blood expander,procedure
9909,Transfusion NEC,Transfusion of other substance,procedure
9910,Inject/inf thrombo agent,Injection or infusion of thrombolytic agent,procedure
9910,Frostbite of face,Frostbite of face,diagnose
9911,Frostbite of hand,Frostbite of hand,diagnose
9911,Inject rh immune globul,Injection of Rh immune globulin,procedure
9912,Allergy immunization,Immunization for allergy,procedure
9912,Frostbite of foot,Frostbite of foot,diagnose
9913,Frostbite NEC/NOS,Frostbite of other and unspecified sites,diagnose
9913,Autoimmune dis immunizat,Immunization for autoimmune disease,procedure
9914,Injct/inf immunoglobulin,Injection or infusion of immunoglobulin,procedure
9914,Immersion foot,Immersion foot,diagnose
9915,Chilblains,Chilblains,diagnose
9915,Parent infus nutrit sub,Parenteral infusion of concentrated nutritional substances,procedure
9916,Inject antidote,Injection of antidote,procedure
9916,Hypothermia,Hypothermia,diagnose
9917,Inject insulin,Injection of insulin,procedure
9918,Inject/infuse electrolyt,Injection or infusion of electrolytes,procedure
9918,Effect reduced temp NEC,Other specified effects of reduced temperature,diagnose
9919,Effect reduced temp NOS,Unspecified effect of reduced temperature,diagnose
9919,Inject anticoagulant,Injection of anticoagulant,procedure
9920,Inj/inf platelet inhibit,Injection or infusion of platelet inhibitor,procedure
9920,Heat stroke & sunstroke,Heat stroke and sunstroke,diagnose
9921,Heat syncope,Heat syncope,diagnose
9921,Inject antibiotic,Injection of antibiotic,procedure
9922,Inject anti-infect NEC,Injection of other anti-infective,procedure
9922,Heat cramps,Heat cramps,diagnose
9923,Heat exhaust-anhydrotic,"Heat exhaustion, anhydrotic",diagnose
9923,Inject steroid,Injection of steroid,procedure
9924,Inject hormone NEC,Injection of other hormone,procedure
9924,Heat exhaust-salt deple,Heat exhaustion due to salt depletion,diagnose
9925,Heat exhaustion NOS,"Heat exhaustion, unspecified",diagnose
9925,Inject ca chemother NEC,Injection or infusion of cancer chemotherapeutic substance,procedure
9926,Inject tranquilizer,Injection of tranquilizer,procedure
9926,"Heat fatigue, transient","Heat fatigue, transient",diagnose
9927,Heat edema,Heat edema,diagnose
9927,Iontophoresis,Iontophoresis,procedure
9928,Immunotherapy as antineo,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent,procedure
9928,Heat effect NEC,Other specified heat effects,diagnose
9929,Heat effect NOS,Unspecified effects of heat and light,diagnose
9929,Inject/infuse NEC,Injection or infusion of other therapeutic or prophylactic substance,procedure
9930,"Barotrauma, otitic","Barotrauma, otitic",diagnose
9931,"Barotrauma, sinus","Barotrauma, sinus",diagnose
9931,Cholera vaccination,Vaccination against cholera,procedure
9932,Typhoid/paratyphoid vacc,Vaccination against typhoid and paratyphoid fever,procedure
9932,Eff high altitud NEC/NOS,Other and unspecified effects of high altitude,diagnose
9933,Caisson disease,Caisson disease,diagnose
9933,Tuberculosis vaccination,Vaccination against tuberculosis,procedure
9934,Plague vaccination,Vaccination against plague,procedure
9934,Eff air press by explos,Effects of air pressure caused by explosion,diagnose
9935,Tularemia vaccination,Vaccination against tularemia,procedure
9936,Diphtheria toxoid admin,Administration of diphtheria toxoid,procedure
9937,Pertussis vaccination,Vaccination against pertussis,procedure
9938,Tetanus toxoid administ,Administration of tetanus toxoid,procedure
9938,Effect air pressure NEC,Other specified effects of air pressure,diagnose
9939,Effect air pressure NOS,Unspecified effect of air pressure,diagnose
9939,Dpt administration,"Administration of diphtheria-tetanus-pertussis, combined",procedure
9940,Effects of lightning,Effects of lightning,diagnose
9941,Drowning/nonfatal submer,Drowning and nonfatal submersion,diagnose
9941,Polio vaccine administra,Administration of poliomyelitis vaccine,procedure
9942,Smallpox vaccination,Vaccination against smallpox,procedure
9942,Effects of hunger,Effects of hunger,diagnose
9943,Effects of thirst,Effects of thirst,diagnose
9943,Yellow fever vaccination,Vaccination against yellow fever,procedure
9944,Rabies vaccination,Vaccination against rabies,procedure
9944,Exhaustion-exposure,Exhaustion due to exposure,diagnose
9945,Exhaustion-excess exert,Exhaustion due to excessive exertion,diagnose
9945,Measles vaccination,Vaccination against measles,procedure
9946,Mumps vaccination,Vaccination against mumps,procedure
9946,Motion sickness,Motion sickness,diagnose
9947,Asphyxiation/strangulat,Asphyxiation and strangulation,diagnose
9947,Rubella vaccination,Vaccination against rubella,procedure
9948,Mmr administration,Administration of measles-mumps-rubella vaccine,procedure
9948,Effects electric current,Electrocution and nonfatal effects of electric current,diagnose
9949,Effect external caus NEC,Other effects of external causes,diagnose
9950,Other anaphylactic react,Other anaphylactic reaction,diagnose
9951,Angioneurotic edema,"Angioneurotic edema, not elsewhere classified",diagnose
9951,Common cold vaccination,Prophylactic vaccination against the common cold,procedure
9952,Influenza vaccination,Prophylactic vaccination against influenza,procedure
99520,Adv eff med/biol sub NOS,"Unspecified adverse effect of unspecified drug, medicinal and biological substance",diagnose
99521,Arthus phenomenon,Arthus phenomenon,diagnose
99522,Adv eff anesthesia NOS,Unspecified adverse effect of anesthesia,diagnose
99523,Adverse eff insulin NOS,Unspecified adverse effect of insulin,diagnose
99524,Fail mod sedate dur proc,Failed moderate sedation during procedure,diagnose
99527,Drug allergy NEC,Other drug allergy,diagnose
99529,Adv eff med/biol NEC/NOS,"Unspecified adverse effect of other drug, medicinal and biological substance",diagnose
9953,"Allergy, unspecified","Allergy, unspecified, not elsewhere classified",diagnose
9953,Arbovirus enceph vaccin,Prophylactic vaccination against arthropod-borne viral encephalitis,procedure
9954,Arbovirus vaccinat NEC,Prophylactic vaccination against other arthropod-borne viral diseases,procedure
9954,Shock due to anesthesia,"Shock due to anesthesia, not elsewhere classified",diagnose
9955,Vaccination NEC,Prophylactic administration of vaccine against other diseases,procedure
99550,Child abuse NOS,"Child abuse, unspecified",diagnose
99551,Child emotnl/psych abuse,Child emotional/psychological abuse,diagnose
99552,Child neglect-nutrition,Child neglect (nutritional),diagnose
99553,Child sexual abuse,Child sexual abuse,diagnose
99554,Child physical abuse,Child physical abuse,diagnose
99555,Shaken infant syndrome,Shaken baby syndrome,diagnose
99559,Child abuse/neglect NEC,Other child abuse and neglect,diagnose
9956,Tetanus antitoxin admini,Administration of tetanus antitoxin,procedure
99560,Anphylct react food NOS,Anaphylactic reaction due to unspecified food,diagnose
99561,Anphylct react peanuts,Anaphylactic reaction due to peanuts,diagnose
99562,Anphylct react crstacns,Anaphylactic reaction due to crustaceans,diagnose
99563,Anphylct react frts veg,Anaphylactic reaction due to fruits and vegetables,diagnose
99564,Anphyl react tr nts seed,Anaphylactic reaction due to tree nuts and seeds,diagnose
99565,Anphylct reaction fish,Anaphylactic reaction due to fish,diagnose
99566,Anphylct react food addv,Anaphylactic reaction due to food additives,diagnose
99567,Anphylct react milk prod,Anaphylactic reaction due to milk products,diagnose
99568,Anphylct reaction eggs,Anaphylactic reaction due to eggs,diagnose
99569,Anphyl react oth sp food,Anaphylactic reaction due to other specified food,diagnose
9957,Adverse food react NEC,"Other adverse food reactions, not elsewhere classified",diagnose
9957,Botulism antitoxin admin,Administration of botulism antitoxin,procedure
9958,Antitoxin administra NEC,Administration of other antitoxins,procedure
99580,Adult maltreatment NOS,"Adult maltreatment, unspecified",diagnose
99581,Adult physical abuse,Adult physical abuse,diagnose
99582,Adult emotnl/psych abuse,Adult emotional/psychological abuse,diagnose
99583,Adult sexual abuse,Adult sexual abuse,diagnose
99584,Adult neglect-nutrition,Adult neglect (nutritional),diagnose
99585,Oth adult abuse/neglect,Other adult abuse and neglect,diagnose
99586,Malignant hyperthermia,Malignant hyperthermia,diagnose
99589,Adverse effect NEC,"Other specified adverse effects, not elsewhere classified",diagnose
9959,Vaccination/innocula NEC,Other vaccination and inoculation,procedure
99590,"SIRS, NOS","Systemic inflammatory response syndrome, unspecified",diagnose
99591,Sepsis,Sepsis,diagnose
99592,Severe sepsis,Severe sepsis,diagnose
99593,SIRS-noninf w/o ac or ds,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction,diagnose
99594,SIRS-noninf w ac org dys,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction,diagnose
9960,Cardiopulm resuscita NOS,"Cardiopulmonary resuscitation, not otherwise specified",procedure
99600,Malfunc card dev/grf NOS,"Mechanical complication of unspecified cardiac device, implant, and graft",diagnose
99601,Malfunc cardiac pacemake,Mechanical complication due to cardiac pacemaker (electrode),diagnose
99602,Malfunc prosth hrt valve,Mechanical complication due to heart valve prosthesis,diagnose
99603,Malfunc coron bypass grf,Mechanical complication due to coronary bypass graft,diagnose
99604,Mch cmp autm mplnt dfbrl,Mechanical complication of automatic implantable cardiac defibrillator,diagnose
99609,Malfunc card dev/grf NEC,"Other mechanical complication of cardiac device, implant, and graft",diagnose
9961,Malfunc vasc device/graf,"Mechanical complication of other vascular device, implant, and graft",diagnose
9961,Atrial cardioversion,Atrial cardioversion,procedure
9962,Heart countershock NEC,Other electric countershock of heart,procedure
9962,Malfun neuro device/graf,"Mechanical complication of nervous system device, implant, and graft",diagnose
9963,Closed chest card massag,Closed chest cardiac massage,procedure
99630,Malfunc gu dev/graft NOS,"Mechanical complication of unspecified genitourinary device, implant, and graft",diagnose
99631,Malfunc urethral cath,Mechanical complication due to urethral (indwelling) catheter,diagnose
99632,Malfunction iud,Mechanical complication due to intrauterine contraceptive device,diagnose
99639,Malfunc gu dev/graft NEC,"Other mechanical complication of genitourinary device, implant, and graft",diagnose
9964,Carotid sinus stiumlat,Carotid sinus stimulation,procedure
99640,Cmp int orth dev/gft NOS,"Unspecified mechanical complication of internal orthopedic device, implant, and graft",diagnose
99641,Mech loosening pros jt,Mechanical loosening of prosthetic joint,diagnose
99642,Dislocate prosthetic jt,Dislocation of prosthetic joint,diagnose
99643,Broke prosthtc jt implnt,Broken prosthetic joint implant,diagnose
99644,Periprosthetc fx-pros jt,Peri-prosthetic fracture around prosthetic joint,diagnose
99645,Periprosthetc osteolysis,Peri-prosthetic osteolysis,diagnose
99646,Articular wear prosth jt,Articular bearing surface wear of prosthetic joint,diagnose
99647,Mech com pros jt implant,Other mechanical complication of prosthetic joint implant,diagnose
99649,Mech com orth dev NEC,"Other mechanical complication of other internal orthopedic device, implant, and graft",diagnose
99651,Corneal grft malfunction,Mechanical complication due to corneal graft,diagnose
99652,Oth tissue graft malfunc,"Mechanical complication due to graft of other tissue, not elsewhere classified",diagnose
99653,Lens prosthesis malfunc,Mechanical complication due to ocular lens prosthesis,diagnose
99654,Breast prosth malfunc,Mechanical complication due to breast prosthesis,diagnose
99655,Comp-artificial skin grf,Mechanical complication due to artificial skin graft and decellularized allodermis,diagnose
99656,Comp-periton dialys cath,Mechanical complication due to peritoneal dialysis catheter,diagnose
99657,Complcation-insulin pump,Mechanical complication due to insulin pump,diagnose
99659,Malfunc oth device/graft,"Mechanical complication due to other implant and internal device, not elsewhere classified",diagnose
99660,Reaction-unsp devic/grft,"Infection and inflammatory reaction due to unspecified device, implant, and graft",diagnose
99661,React-cardiac dev/graft,"Infection and inflammatory reaction due to cardiac device, implant, and graft",diagnose
99662,React-oth vasc dev/graft,"Infection and inflammatory reaction due to other vascular device, implant, and graft",diagnose
99663,React-nerv sys dev/graft,"Infection and inflammatory reaction due to nervous system device, implant, and graft",diagnose
99664,React-indwell urin cath,Infection and inflammatory reaction due to indwelling urinary catheter,diagnose
99665,React-oth genitourin dev,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft",diagnose
99666,React-inter joint prost,Infection and inflammatory reaction due to internal joint prosthesis,diagnose
99667,React-oth int ortho dev,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft",diagnose
99668,React-periton dialy cath,Infection and inflammatory reaction due to peritoneal dialysis catheter,diagnose
99669,React-int pros devic NEC,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft",diagnose
99670,Comp-unsp device/graft,"Other complications due to unspecified device, implant, and graft",diagnose
99671,Comp-heart valve prosth,Other complications due to heart valve prosthesis,diagnose
99672,Comp-oth cardiac device,"Other complications due to other cardiac device, implant, and graft",diagnose
99673,Comp-ren dialys dev/grft,"Other complications due to renal dialysis device, implant, and graft",diagnose
99674,Comp-oth vasc dev/graft,"Other complications due to other vascular device, implant, and graft",diagnose
99675,Comp-nerv sys dev/graft,"Other complications due to nervous system device, implant, and graft",diagnose
99676,Comp-genitourin dev/grft,"Other complications due to genitourinary device, implant, and graft",diagnose
99677,Comp-internal joint pros,Other complications due to internal joint prosthesis,diagnose
99678,Comp-oth int ortho devic,"Other complications due to other internal orthopedic device, implant, and graft",diagnose
99679,Comp-int prost devic NEC,"Other complications due to other internal prosthetic device, implant, and graft",diagnose
99680,Comp organ transplnt NOS,"Complications of transplanted organ, unspecified",diagnose
99681,Compl kidney transplant,Complications of transplanted kidney,diagnose
99682,Compl liver transplant,Complications of transplanted liver,diagnose
99683,Compl heart transplant,Complications of transplanted heart,diagnose
99684,Compl lung transplant,Complications of transplanted lung,diagnose
99685,Compl marrow transplant,Complications of transplanted bone marrow,diagnose
99686,Compl pancreas transplnt,Complications of transplanted pancreas,diagnose
99687,Comp intestine transplnt,Complications of transplanted intestine,diagnose
99688,Comp tp organ-stem cell,"Complications of transplanted organ, stem cell",diagnose
99689,Comp oth organ transplnt,Complications of other specified transplanted organ,diagnose
9969,Cardiac rhythm conv NEC,Other conversion of cardiac rhythm,procedure
99690,Comp reattach extrem NOS,Complications of unspecified reattached extremity,diagnose
99691,Compl reattached forearm,Complications of reattached forearm,diagnose
99692,Compl reattached hand,Complications of reattached hand,diagnose
99693,Compl reattached finger,Complications of reattached finger(s),diagnose
99694,Compl reattached arm NEC,"Complications of reattached upper extremity, other and unspecified",diagnose
99695,Compl reattached foot,Complication of reattached foot and toe(s),diagnose
99696,Compl reattached leg NEC,"Complication of reattached lower extremity, other and unspecified",diagnose
99699,Compl reattach part NEC,Complication of other specified reattached body part,diagnose
99700,Nervous syst complc NOS,"Nervous system complication, unspecified",diagnose
99701,Surg complication - cns,Central nervous system complication,diagnose
99702,Iatrogen CV infarc/hmrhg,Iatrogenic cerebrovascular infarction or hemorrhage,diagnose
99709,Surg comp nerv systm NEC,Other nervous system complications,diagnose
9971,Surg compl-heart,"Cardiac complications, not elsewhere classified",diagnose
9971,Therapeu plasmapheresis,Therapeutic plasmapheresis,procedure
9972,Therapeutc leukopheresis,Therapeutic leukopheresis,procedure
9972,Surg comp-peri vasc syst,"Peripheral vascular complications, not elsewhere classified",diagnose
9973,Therapeu erythropheresis,Therapeutic erythrocytapheresis,procedure
99731,Ventltr assoc pneumonia,Ventilator associated pneumonia,diagnose
99732,Postproc aspiration pneu,Postprocedural aspiration pneumonia,diagnose
99739,Respiratory comp NEC,Other respiratory complications,diagnose
9974,Therapeu plateltpheresis,Therapeutic plateletpheresis,procedure
99741,Ret cholelh fol cholecys,Retained cholelithiasis following cholecystectomy,diagnose
99749,Oth digestv system comp,Other digestive system complications,diagnose
9975,Surg compl-urinary tract,"Urinary complications, not elsewhere classified",diagnose
9975,Adm neuroprotective agnt,Administration of neuroprotective agent,procedure
9976,Extracorp immunoabsorpt,Extracorporeal immunoadsorption,procedure
99760,Amputat stump compl NOS,Unspecified complication of amputation stump,diagnose
99761,Neuroma amputation stump,Neuroma of amputation stump,diagnose
99762,Infection amputat stump,Infection (chronic) of amputation stump,diagnose
99769,Amputat stump compl NEC,Other amputation stump complication,diagnose
9977,App adhesion barrier sub,Application or administration of an adhesion barrier substance,procedure
99771,Vasc comp mesenteric art,Vascular complications of mesenteric artery,diagnose
99772,Vasc comp renal artery,Vascular complications of renal artery,diagnose
99779,Vascular comp vessel NEC,Vascular complications of other vessels,diagnose
9978,Aquapheresis,Aquapheresis,procedure
9979,Other therapeu apheresis,Other therapeutic apheresis,procedure
99791,Surg comp - hypertension,"Complications affecting other specified body systems, not elsewhere classified, hypertension",diagnose
99799,Surg compl-body syst NEC,"Complications affecting other specified body systems, not elsewhere classified",diagnose
99800,"Postoperative shock, NOS","Postoperative shock, unspecified",diagnose
99801,"Postop shock,cardiogenic","Postoperative shock, cardiogenic",diagnose
99802,"Postop shock, septic","Postoperative shock, septic",diagnose
99809,"Postop shock, other","Postoperative shock, other",diagnose
9981,Hypothermia,Hypothermia (central) (local),procedure
99811,Hemorrhage complic proc,Hemorrhage complicating a procedure,diagnose
99812,Hematoma complic proc,Hematoma complicating a procedure,diagnose
99813,Seroma complicting proc,Seroma complicating a procedure,diagnose
9982,Accidental op laceration,"Accidental puncture or laceration during a procedure, not elsewhere classified",diagnose
9982,Ultraviolet light therap,Ultraviolet light therapy,procedure
9983,Other phototherapy,Other phototherapy,procedure
99830,Wound disruption NOS,"Disruption of wound, unspecified",diagnose
99831,Disrup internal op wound,Disruption of internal operation (surgical) wound,diagnose
99832,Disrup-external op wound,Disruption of external operation (surgical) wound,diagnose
99833,Disrpt trauma wound repr,Disruption of traumatic injury wound repair,diagnose
9984,FB left during procedure,Foreign body accidentally left during a procedure,diagnose
9984,Isolation,Isolation,procedure
9985,Hyperthermia ca therapy,Hyperthermia for treatment of cancer,procedure
99851,Infected postop seroma,Infected postoperative seroma,diagnose
99859,Other postop infection,Other postoperative infection,diagnose
9986,Persist postop fistula,Persistent postoperative fistula,diagnose
9986,Non-invasive bone stimul,Non-invasive placement of bone growth stimulator,procedure
9987,Postop forgn subst react,Acute reaction to foreign substance accidentally left during a procedure,diagnose
9988,Therapeutc photopheresis,Therapeutic photopheresis,procedure
99881,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure,diagnose
99882,Ctrct frgmt frm ctr surg,Cataract fragments in eye following cataract surgery,diagnose
99883,Non-healing surgcl wound,Non-healing surgical wound,diagnose
99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified,diagnose
9989,Surgical complicat NOS,"Unspecified complication of procedure, not elsewhere classified",diagnose
9990,Generalized vaccinia,"Generalized vaccinia as a complication of medical care, not elsewhere classified",diagnose
9991,Air embol comp med care,"Air embolism as a complication of medical care, not elsewhere classified",diagnose
9991,Anesthesia acupuncture,Acupuncture for anesthesia,procedure
9992,Other acupuncture,Other acupuncture,procedure
9992,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified",diagnose
9993,Rectal massage,Rectal massage (for levator spasm),procedure
99931,Oth/uns inf-cen ven cath,Other and unspecified infection due to central venous catheter,diagnose
99932,Blood inf dt cen ven cth,Bloodstream infection due to central venous catheter,diagnose
99933,Lcl inf dt cen ven cth,Local infection due to central venous catheter,diagnose
99934,"Ac inf fol trans,inf bld","Acute infection following transfusion, infusion, or injection of blood and blood products",diagnose
99939,Infect fol infus/inj/vac,"Infection following other infusion, injection, transfusion, or vaccination",diagnose
9994,Prostatic massage,Prostatic massage,procedure
99941,Anaphyl d/t adm bld/prod,Anaphylactic reaction due to administration of blood and blood products,diagnose
99942,Anaphyl react d/t vaccin,Anaphylactic reaction due to vaccination,diagnose
99949,Anaph react d/t ot serum,Anaphylactic reaction due to other serum,diagnose
9995,Stretching of foreskin,Stretching of foreskin,procedure
99951,Ot serum react d/t blood,Other serum reaction due to administration of blood and blood products,diagnose
99952,Ot serum react d/t vacc,Other serum reaction due to vaccination,diagnose
99959,Other serum reaction,Other serum reaction,diagnose
9996,Sperm collection,Collection of sperm for artificial insemination,procedure
99960,Abo incompat react NOS,"ABO incompatibility reaction, unspecified",diagnose
99961,Abo incomp/HTR NEC,ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed,diagnose
99962,Abo incompat/acute HTR,ABO incompatibility with acute hemolytic transfusion reaction,diagnose
99963,Abo incompat/delay HTR,ABO incompatibility with delayed hemolytic transfusion reaction,diagnose
99969,Abo incompat reactn NEC,Other ABO incompatibility reaction,diagnose
9997,Denture fitting,Fitting of denture,procedure
99970,Rh incompat reaction NOS,"Rh incompatibility reaction, unspecified",diagnose
99971,Rh incomp/HTR NEC,Rh incompatibility with hemolytic transfusion reaction not specified as acute or delayed,diagnose
99972,Rh incompat/acute HTR,Rh incompatibility with acute hemolytic transfusion reaction,diagnose
99973,Rh incompat/delay HTR,Rh incompatibility with delayed hemolytic transfusion reaction,diagnose
99974,Rh incompat reaction NEC,Other Rh incompatibility reaction,diagnose
99975,Non-abo incomp react NOS,"Non-ABO incompatibility reaction, unspecified",diagnose
99976,Non-abo incomp/HTR NEC,Non-ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed,diagnose
99977,Non-abo incomp/acute HTR,Non-ABO incompatibility with acute hemolytic transfusion reaction,diagnose
99978,Non-abo incomp/delay HTR,Non-ABO incompatibility with delayed hemolytic transfusion reaction,diagnose
99979,Non-abo incomp react NEC,Other non-ABO incompatibility reaction,diagnose
9998,Milk extraction,Extraction of milk from lactating breast,procedure
99980,Transfusion reaction NOS,"Transfusion reaction, unspecified",diagnose
99981,Extravstn vesicant chemo,Extravasation of vesicant chemotherapy,diagnose
99982,Extravasn vesicant NEC,Extravasation of other vesicant agent,diagnose
99983,Hemolytc trans react NOS,"Hemolytic transfusion reaction, incompatibility unspecified",diagnose
99984,Acute HTR NOS,"Acute hemolytic transfusion reaction, incompatibility unspecified",diagnose
99985,Delayed HTR NOS,"Delayed hemolytic transfusion reaction, incompatibility unspecified",diagnose
99988,Infusion reaction NEC,Other infusion reaction,diagnose
99989,Transfusion reaction NEC,Other transfusion reaction,diagnose
9999,Complic med care NEC/NOS,"Other and unspecified complications of medical care, not elsewhere classified",diagnose
9999,Miscellaneous proc NEC,Other miscellaneous procedures,procedure
E0000,Civilian activity-income,Civilian activity done for income or pay,diagnose
E0001,Military activity,Military activity,diagnose
E0002,Volunteer activity,Volunteer activity,diagnose
E0008,Externl cause status NEC,Other external cause status,diagnose
E0009,Externl cause status NOS,Unspecified external cause status,diagnose
E0010,"Walking,marching,hiking","Activities involving walking, marching and hiking",diagnose
E0011,Running,Activities involving running,diagnose
E0020,Swimming,Activities involving swimming,diagnose
E0021,Springboard/platfrm dive,Activities involving springboard and platform diving,diagnose
E0022,Water polo,Activities involving water polo,diagnose
E0023,Water aerobics/exercise,Activities involving water aerobics and water exercise,diagnose
E0024,Underwater dive/snorkel,Activities involving underwater diving and snorkeling,diagnose
E0025,"Row,canoe,kayk,raft,tube","Activities involving rowing, canoeing, kayaking, rafting and tubing",diagnose
E0026,Water ski/wake boarding,Activities involving water skiing and wake boarding,diagnose
E0027,"Surf,windsrf,boogie brd","Activities involving surfing, windsurfing and boogie boarding",diagnose
E0028,Water sliding,Activities involving water sliding,diagnose
E0029,Water/watercraft,Other activity involving water and watercraft,diagnose
